TransactionID,Date,MobileModel,Brand,Price,UnitsSold,TotalRevenue,CustomerAge,CustomerGender,Location,PaymentMethod,Year,Month,Quarter,MonthName,CalculatedRevenue,AgeGroup,PriceRange,Cluster
5cdeffc8-f100-47bb-8fc7-fc48a52b3e4a,2024-02-04,treat,"Nelson, Carroll and Marsh",1091.68,52,56767.36,38,Other,Michaelshire,Online,2024,2,1,Feb,56767.36,36-45,900-1200,3
b405351a-0218-48d8-ad25-d2da03904ef4,2024-02-11,cause,Marshall-Olsen,988.44,19,18780.36,39,Female,New Elizabeth,Debit Card,2024,2,1,Feb,18780.36,36-45,900-1200,3
3662082a-1954-422b-bde5-0e7b833103db,2024-03-31,different,Harris Group,321.11,50,16055.5,24,Male,Thompsonmouth,Online,2024,3,1,Mar,16055.5,18-25,300-600,1
d88b82f3-1f09-48cd-a48b-ddf2484da53a,2024-06-01,officer,Galvan Group,384.15,31,11908.65,25,Other,Andrealand,Online,2024,6,2,Jun,11908.65,18-25,300-600,1
4013b02c-8b39-407e-9d51-47c250f6113c,2024-07-16,treatment,Patton and Sons,123.55,52,6424.599999999999,32,Male,West Charlesshire,Debit Card,2024,7,3,Jul,6424.599999999999,26-35,< 300,1
d836af8a-f883-46cd-960a-6a9e043fd374,2024-05-16,culture,Foster-White,811.97,87,70641.39,18,Male,East Joseport,Debit Card,2024,5,2,May,70641.39,,600-900,3
bc073bb6-6579-4ed5-bdd4-844710b7a28a,2024-04-05,provide,"Kline, Johnson and Hall",742.68,20,14853.599999999999,24,Male,Fisherstad,Debit Card,2024,4,2,Apr,14853.599999999999,18-25,600-900,1
453150f7-9f21-41e8-8b98-34b3ed38094c,2024-05-26,five,"Brown, Parsons and Johnson",205.46,61,12533.060000000001,47,Other,North Zacharyside,Credit Card,2024,5,2,May,12533.060000000001,46-55,< 300,2
15c89b2f-f185-41e5-b0cd-e8509eaafa88,2024-02-28,first,"Cole, Mckinney and Maddox",978.13,31,30322.03,45,Other,South Joshuaside,Credit Card,2024,2,1,Feb,30322.03,36-45,900-1200,2
b0ba4ceb-ca74-4200-9e93-c0b698af493e,2024-04-28,conference,Townsend PLC,735.25,83,61025.75,54,Female,West Derek,Credit Card,2024,4,2,Apr,61025.75,46-55,600-900,2
54619eff-3d8d-4e16-b4c4-910619ea1990,2024-05-16,about,"Paul, Goodman and Richardson",385.39,31,11947.09,34,Male,Port Ashlee,Online,2024,5,2,May,11947.09,26-35,300-600,1
cb4d7c5f-824b-4bae-8061-1ee9343d7327,2024-03-16,environmental,Stewart Ltd,696.42,29,20196.18,50,Female,Port Teresaport,Online,2024,3,1,Mar,20196.18,46-55,600-900,2
5ba6718c-f634-4c98-979d-289be3f570a4,2024-01-07,stay,Baldwin-Swanson,1194.98,66,78868.68000000001,35,Other,Steelechester,Debit Card,2024,1,1,Jan,78868.68000000001,26-35,900-1200,0
73f0f916-a8b5-4d09-8026-41bed9ba0e41,2024-04-25,sell,"Santiago, Jones and Bell",464.15,34,15781.099999999999,62,Other,West Toddside,Online,2024,4,2,Apr,15781.099999999999,56-65,300-600,2
8eb5f50a-b99c-41d8-85b0-cbe79295764c,2024-07-10,any,Baird-Henderson,1085.16,49,53172.840000000004,38,Male,New Keithport,Online,2024,7,3,Jul,53172.840000000004,36-45,900-1200,3
27ff81bf-7456-46a4-9a68-c48bced1e81b,2024-06-13,guy,"Sanchez, Johnson and Mosley",687.38,42,28869.96,62,Female,Kristinaport,Cash,2024,6,2,Jun,28869.96,56-65,600-900,2
1729d815-4872-4db8-8a06-527cab9b72db,2024-02-28,realize,"Goodman, Hughes and White",894.34,90,80490.6,47,Female,North Lisaport,Debit Card,2024,2,1,Feb,80490.6,46-55,600-900,0
e2e5814b-e513-4b63-84ba-888d77419b9f,2024-04-14,front,Sanders-Estrada,598.5,73,43690.5,30,Female,North Nicoleberg,Credit Card,2024,4,2,Apr,43690.5,26-35,300-600,1
b94a2868-0565-45a2-8c29-e0b1f085ab0a,2024-03-13,interview,Odom-Green,618.99,26,16093.74,56,Other,Rebeccaland,Debit Card,2024,3,1,Mar,16093.74,56-65,600-900,2
103e0087-b29c-4839-876a-099b6796b265,2024-06-07,attack,Walters and Sons,104.99,1,104.99,47,Other,East Sarah,Debit Card,2024,6,2,Jun,104.99,46-55,< 300,1
8499624a-1c49-4645-9c65-df13c57c87d9,2024-07-01,matter,Andrews LLC,1269.71,96,121892.16,41,Female,Powellmouth,Credit Card,2024,7,3,Jul,121892.16,36-45,> 1200,0
6c536c36-1663-4c8e-9fd4-3d451ec66fdb,2024-05-27,reduce,Wade-Hall,985.83,7,6900.81,22,Other,Brockport,Cash,2024,5,2,May,6900.81,18-25,900-1200,3
7f36c3a2-ff43-483b-adb8-668e37d16534,2024-07-15,partner,Hebert Inc,1352.48,95,128485.6,32,Other,Crawfordville,Online,2024,7,3,Jul,128485.6,26-35,> 1200,0
baefeff0-2f10-4ab3-81fe-50e61276494f,2024-04-14,director,"Young, Hill and Morgan",158.46,6,950.76,42,Other,Wagnerview,Credit Card,2024,4,2,Apr,950.76,36-45,< 300,1
195848ec-5731-48ae-b1c8-96e43f15bd47,2024-06-23,between,"Holloway, Brown and Mills",270.04,5,1350.2,60,Male,West Albertville,Online,2024,6,2,Jun,1350.2,56-65,< 300,2
65cc396b-4349-4ee3-83b6-b73333f93133,2024-01-17,speech,Velazquez Inc,434.65,49,21297.85,34,Female,Josephburgh,Online,2024,1,1,Jan,21297.85,26-35,300-600,1
cf405453-5a3d-41bc-89f8-97e601a870c9,2024-07-14,raise,"Fleming, Cooper and Wilson",624.74,77,48104.98,38,Female,Guerratown,Debit Card,2024,7,3,Jul,48104.98,36-45,600-900,1
48e41a6b-8b57-485c-8481-eeecdafe93bd,2024-01-06,the,Decker Inc,1278.51,21,26848.71,20,Male,Port Roberta,Online,2024,1,1,Jan,26848.71,18-25,> 1200,3
f88c5f0d-95bf-4307-ab62-d82e0d8afc9b,2024-05-09,good,Sawyer-Ramirez,613.3,37,22692.1,58,Other,Haletown,Online,2024,5,2,May,22692.1,56-65,600-900,2
d6382a39-a203-404b-b1e5-d8a695a61dbd,2024-07-07,baby,Morris and Sons,1056.74,18,19021.32,30,Male,Port Brandi,Cash,2024,7,3,Jul,19021.32,26-35,900-1200,3
7f8e937e-727c-4d29-9a2f-38b0d8f9e0c1,2024-07-23,outside,"Garrett, Schultz and Carlson",482.47,37,17851.39,38,Other,South Kimberlyfurt,Cash,2024,7,3,Jul,17851.39,36-45,300-600,1
fc911d63-aa11-4767-b991-bfb928335565,2024-03-27,crime,Curtis-Collier,262.64,62,16283.679999999998,24,Other,Port Andrew,Cash,2024,3,1,Mar,16283.679999999998,18-25,< 300,1
69fad209-6c1e-4ea7-9da6-46053b761f3a,2024-01-31,six,Jackson-Carroll,1237.37,27,33408.99,37,Male,New Susan,Credit Card,2024,1,1,Jan,33408.99,36-45,> 1200,3
10991579-2c92-4a8f-b98c-3b7df2ce7fcf,2024-05-30,law,Schultz LLC,811.73,62,50327.26,41,Female,Port Nancyborough,Online,2024,5,2,May,50327.26,36-45,600-900,3
74abb176-6ca5-45a2-9e7b-7e91c98aea78,2024-05-13,image,Cruz-Arias,422.33,80,33786.4,63,Male,New Jessicatown,Cash,2024,5,2,May,33786.4,56-65,300-600,2
975126b2-9aa0-471d-98e6-96da12bec7c3,2024-01-19,begin,"Mason, Flores and Baker",312.37,84,26239.08,39,Other,Meganborough,Credit Card,2024,1,1,Jan,26239.08,36-45,300-600,1
476e0069-fd66-4bb4-b68d-673ac4e3a141,2024-01-07,catch,Pitts-Valenzuela,1370.68,67,91835.56,35,Female,South Jessica,Online,2024,1,1,Jan,91835.56,26-35,> 1200,0
56ad37f3-bb16-4f08-90ba-140b27eebd4a,2024-07-01,century,"Bates, Pearson and Hardy",1245.2,81,100861.2,34,Female,Thomasfort,Cash,2024,7,3,Jul,100861.2,26-35,> 1200,0
5bad4d24-060c-4374-9855-fc134cbb0bef,2024-04-15,discussion,Perez PLC,423.8,40,16952.0,48,Other,Brianton,Debit Card,2024,4,2,Apr,16952.0,46-55,300-600,2
1f608363-d36d-4402-b4ea-2506fc8ad3fe,2024-06-03,beyond,Williams-Palmer,1141.1,85,96993.49999999999,47,Female,Port Kelly,Online,2024,6,2,Jun,96993.49999999999,46-55,900-1200,0
0f7be3d2-9fb3-47e6-9c3d-92aeb383dc0a,2024-02-01,enter,"Bennett, Foster and Moreno",518.67,80,41493.6,64,Male,East Michaelstad,Credit Card,2024,2,1,Feb,41493.6,56-65,300-600,2
88a51a73-0064-4e60-b174-bf54b3576ed5,2024-07-24,standard,"Cruz, Callahan and Carpenter",409.35,3,1228.0500000000002,55,Other,West Jennifer,Credit Card,2024,7,3,Jul,1228.0500000000002,46-55,300-600,2
8ab2b47f-1032-47ac-8be9-c96a5d8f77e5,2024-03-15,mouth,"Rogers, Baker and Holmes",809.43,8,6475.44,20,Male,Williamsburgh,Online,2024,3,1,Mar,6475.44,18-25,600-900,1
5a5ebad6-dab7-4388-9961-411136b68e27,2024-01-24,eight,Martin-Carson,1256.1,90,113048.99999999999,26,Other,South Benjamin,Cash,2024,1,1,Jan,113048.99999999999,26-35,> 1200,0
6eb173bb-59a5-4e8b-a2bd-c974ef076134,2024-04-17,couple,Esparza-Baker,782.21,81,63359.01,31,Other,Port Rachelberg,Credit Card,2024,4,2,Apr,63359.01,26-35,600-900,3
bc96e2cb-0ca7-4eb6-a698-acb8e6f1577c,2024-06-15,cost,Black PLC,122.76,8,982.08,28,Female,Marissaville,Cash,2024,6,2,Jun,982.08,26-35,< 300,1
6037afa7-ad38-48f9-a89a-8751225d8471,2024-04-27,conference,"Galvan, Jenkins and Peck",1345.71,53,71322.63,19,Female,Davidmouth,Credit Card,2024,4,2,Apr,71322.63,18-25,> 1200,3
5936ab1a-4d81-4a61-9192-070ca7ef66f2,2024-07-24,her,Delgado and Sons,1273.26,9,11459.34,31,Female,New Benjaminview,Online,2024,7,3,Jul,11459.34,26-35,> 1200,3
de89421a-9aaa-4405-ac88-1a9cf27e759e,2024-02-09,hand,"Franklin, Cox and Lopez",1352.3,68,91956.4,62,Other,Rhondaland,Online,2024,2,1,Feb,91956.4,56-65,> 1200,0
2c093754-c464-4c40-a938-0db029bf05ff,2024-05-29,despite,Gutierrez Inc,413.08,72,29741.76,55,Female,East Willie,Credit Card,2024,5,2,May,29741.76,46-55,300-600,2
bfb6d335-4035-4224-90fc-f75d0dc6109c,2024-07-11,PM,"Boyle, Collier and Marquez",141.32,95,13425.4,33,Male,Mcneilside,Credit Card,2024,7,3,Jul,13425.4,26-35,< 300,1
6dbfd9dd-7b8d-42c5-9976-c003fda4d172,2024-04-23,yet,Williams Ltd,998.82,89,88894.98000000001,40,Male,Ashleybury,Online,2024,4,2,Apr,88894.98000000001,36-45,900-1200,0
348fb25e-d4dc-4748-8db3-f1998e931e69,2024-02-08,answer,"Harris, Stevens and Hall",1136.87,17,19326.789999999997,39,Male,Christensenstad,Debit Card,2024,2,1,Feb,19326.789999999997,36-45,900-1200,3
b41b7729-d5b4-447d-a723-5f1113e834f8,2024-01-27,weight,Knight Group,251.06,64,16067.84,57,Male,Vincentton,Online,2024,1,1,Jan,16067.84,56-65,< 300,2
b7db77db-9899-4f2b-a0bc-61929bd1e046,2024-01-09,determine,Robinson-Tucker,960.48,39,37458.72,39,Female,West Stephanie,Credit Card,2024,1,1,Jan,37458.72,36-45,900-1200,3
ad3d08cb-0802-4319-b0b6-920d513eef3b,2024-04-21,wife,"Lopez, Collins and Rosario",959.18,60,57550.799999999996,40,Other,Lake Brandytown,Credit Card,2024,4,2,Apr,57550.799999999996,36-45,900-1200,3
7d4ca499-dae4-4596-840a-8febe483356a,2024-06-03,from,"Colon, Phillips and Watkins",1158.35,32,37067.2,51,Male,Simonbury,Online,2024,6,2,Jun,37067.2,46-55,900-1200,2
eb576501-bb6d-4acf-bd3e-1bf95320738d,2024-07-06,check,Peterson PLC,682.66,74,50516.84,47,Female,South Lorifort,Debit Card,2024,7,3,Jul,50516.84,46-55,600-900,2
b0a25cb1-9098-4721-9c6d-f4da0b93d7d0,2024-04-27,central,Miller Inc,281.6,66,18585.600000000002,43,Other,East Mario,Online,2024,4,2,Apr,18585.600000000002,36-45,< 300,1
93995cc4-4535-40b3-9ba0-f1a2b5f89f0f,2024-06-14,away,"Massey, Long and Nguyen",464.51,67,31122.17,52,Other,North Cameron,Debit Card,2024,6,2,Jun,31122.17,46-55,300-600,2
93960721-1c17-481f-b046-16832ea0735f,2024-03-25,cover,Ruiz Inc,1262.78,6,7576.68,44,Female,Blackmouth,Credit Card,2024,3,1,Mar,7576.68,36-45,> 1200,3
39f18196-f2ca-4bce-bcea-d59214ef17aa,2024-01-16,cut,"White, Kirby and Cross",806.17,55,44339.35,32,Male,South Christopher,Debit Card,2024,1,1,Jan,44339.35,26-35,600-900,3
ee81d569-cce5-4651-9b8d-de1990ccc5f7,2024-04-29,pull,Cooper and Sons,448.12,26,11651.12,42,Male,East Jacobburgh,Credit Card,2024,4,2,Apr,11651.12,36-45,300-600,1
f5598f5d-a410-4953-aa55-f02c4206c890,2024-04-14,eat,Martinez Ltd,505.85,40,20234.0,32,Male,East Nicholas,Credit Card,2024,4,2,Apr,20234.0,26-35,300-600,1
49ee7bcb-01a3-4c71-9273-49d4afd465a4,2024-03-01,son,Anderson-White,1285.81,82,105436.42,44,Female,Port Williamshire,Online,2024,3,1,Mar,105436.42,36-45,> 1200,0
b942b3b3-537a-464d-bf2d-55a27576977c,2024-05-14,where,"Wilkerson, Suarez and Ayala",1243.41,70,87038.70000000001,57,Other,Harperstad,Debit Card,2024,5,2,May,87038.70000000001,56-65,> 1200,0
1593f027-9cc6-442a-86e5-573651d5baf3,2024-04-25,possible,Scott-Davis,850.08,36,30602.88,20,Other,West Chadburgh,Credit Card,2024,4,2,Apr,30602.88,18-25,600-900,3
91ff54e8-ca22-443a-a2bd-0a12a40a0c05,2024-02-28,air,Moran Ltd,1039.85,79,82148.15,62,Female,Port Lisa,Cash,2024,2,1,Feb,82148.15,56-65,900-1200,0
713aefc6-d6e8-4b47-bd27-2cd6f93bb1f8,2024-01-10,talk,Beasley-Bailey,842.01,78,65676.78,64,Female,North Melissamouth,Cash,2024,1,1,Jan,65676.78,56-65,600-900,2
6e17deff-b435-4fd1-afb9-27aff2155c4d,2024-02-01,success,Johnson-Johnson,1368.15,66,90297.90000000001,46,Female,Barronborough,Debit Card,2024,2,1,Feb,90297.90000000001,46-55,> 1200,0
7ebd3c9c-21a9-48d4-802b-50b2ae3d74e6,2024-07-25,play,Cabrera-White,1358.1,83,112722.29999999999,40,Other,New Christina,Credit Card,2024,7,3,Jul,112722.29999999999,36-45,> 1200,0
670f78f5-7bc9-4906-aa60-d55946689c30,2024-05-19,also,Roy-Dalton,1150.87,29,33375.229999999996,49,Male,Lake Laura,Cash,2024,5,2,May,33375.229999999996,46-55,900-1200,2
67612b0c-18b5-4200-b063-3695a55153b0,2024-01-05,reveal,"Burgess, Wise and Lee",132.64,32,4244.48,50,Other,Abigailstad,Credit Card,2024,1,1,Jan,4244.48,46-55,< 300,2
806c0da1-0124-4543-b57a-db889254de76,2024-03-05,firm,Nelson LLC,580.86,83,48211.380000000005,63,Other,North Georgeside,Cash,2024,3,1,Mar,48211.380000000005,56-65,300-600,2
65faa24c-70cb-4f67-8b9f-b2ca4b19d8e6,2024-07-06,test,"Kelly, Esparza and Carson",1276.9,51,65121.9,50,Male,Timothyburgh,Online,2024,7,3,Jul,65121.9,46-55,> 1200,0
90857412-c0ac-4805-93be-2e68dbfe1cd8,2024-07-09,that,"Anderson, Huff and Sanchez",1119.15,25,27978.750000000004,21,Male,Williamsstad,Cash,2024,7,3,Jul,27978.750000000004,18-25,900-1200,3
ef960d3e-80c7-4eac-b0a6-dfa39b3d06a8,2024-03-10,window,Turner-Colon,213.05,36,7669.8,63,Female,Port Jennifer,Cash,2024,3,1,Mar,7669.8,56-65,< 300,2
43f15613-86fd-4e47-b9eb-ab3624e4fe22,2024-03-04,design,Murphy Group,574.12,49,28131.88,63,Female,Kempborough,Online,2024,3,1,Mar,28131.88,56-65,300-600,2
efa7d46c-0a88-49d9-bf20-31a1e0e83d04,2024-06-18,machine,"Sutton, Parsons and Rice",178.98,53,9485.939999999999,58,Male,Washingtonfurt,Credit Card,2024,6,2,Jun,9485.939999999999,56-65,< 300,2
0c520dd7-c8b0-49ab-883f-fd48f3cd6603,2024-06-29,national,"Lloyd, Stone and Mcguire",1064.72,15,15970.800000000001,50,Female,North Doris,Cash,2024,6,2,Jun,15970.800000000001,46-55,900-1200,2
99289813-a5e9-4d86-a7bd-a091705d6c59,2024-03-21,short,Martinez Inc,763.9,90,68751.0,48,Other,Leonton,Cash,2024,3,1,Mar,68751.0,46-55,600-900,0
d18acfcc-76b3-444c-9fd6-98d7c1832f0c,2024-05-18,draw,Mitchell PLC,1239.52,68,84287.36,53,Other,Meyerland,Debit Card,2024,5,2,May,84287.36,46-55,> 1200,0
b34a019f-6b7d-456c-8c66-cdc3e5fb6fd1,2024-07-21,floor,"Jones, Gonzalez and Camacho",1123.8,1,1123.8,23,Male,New Victoria,Cash,2024,7,3,Jul,1123.8,18-25,900-1200,3
16960cd1-2989-4ae0-97e1-47db52d5e944,2024-02-25,share,Michael-Lara,975.91,11,10735.01,43,Other,Joelside,Debit Card,2024,2,1,Feb,10735.01,36-45,900-1200,2
99ea4ef2-dca1-42ce-9d65-99314b4bc2a2,2024-06-10,Democrat,Martin Group,627.75,78,48964.5,51,Male,South Leslie,Online,2024,6,2,Jun,48964.5,46-55,600-900,2
bba99356-b0d9-4337-8659-880f9d219a66,2024-01-15,kitchen,Collins Ltd,896.28,74,66324.72,48,Female,Anitaland,Online,2024,1,1,Jan,66324.72,46-55,600-900,0
d4232358-4360-47ac-9b47-ca5a33649e72,2024-03-08,machine,Camacho Inc,180.15,50,9007.5,54,Other,Brownhaven,Online,2024,3,1,Mar,9007.5,46-55,< 300,2
2b5b4061-7c12-486a-8c74-5ecf8dcf8dd7,2024-02-04,future,Mills PLC,1493.63,7,10455.41,30,Other,Port Matthewborough,Debit Card,2024,2,1,Feb,10455.41,26-35,> 1200,3
75925e57-1225-49be-adc3-80d720faffa0,2024-01-08,modern,Lindsey-Strickland,1128.07,31,34970.17,36,Male,Ibarrabury,Credit Card,2024,1,1,Jan,34970.17,36-45,900-1200,3
eb9b679b-f20f-4c48-b3c8-213215f0c371,2024-02-10,pretty,Vargas-Perez,177.94,75,13345.5,42,Other,East Crystal,Cash,2024,2,1,Feb,13345.5,36-45,< 300,1
5ff0beb0-db46-484e-a043-f81d64667adf,2024-06-05,leave,Walker-Daniels,920.56,93,85612.08,58,Other,Parkerhaven,Debit Card,2024,6,2,Jun,85612.08,56-65,900-1200,0
c17792ae-d323-4d3a-a640-749d7fe6e5de,2024-05-05,risk,Murphy PLC,818.84,58,47492.72,23,Female,Mariabury,Credit Card,2024,5,2,May,47492.72,18-25,600-900,3
96845a93-75b3-4a60-b213-201181842f96,2024-04-16,skill,"White, Ford and Andrews",1360.71,84,114299.64,29,Female,Snowfurt,Online,2024,4,2,Apr,114299.64,26-35,> 1200,0
41639dd8-855f-4c88-95aa-7e805fa6b6ea,2024-07-04,first,Schultz-Baker,550.72,91,50115.520000000004,23,Male,Port Sarah,Debit Card,2024,7,3,Jul,50115.520000000004,18-25,300-600,1
2e531f19-941b-4e8c-83db-16ba3e5eca52,2024-06-22,with,"Bradley, Rios and Perkins",927.54,33,30608.82,20,Male,Chaneyberg,Credit Card,2024,6,2,Jun,30608.82,18-25,900-1200,3
7278319c-f4ff-4957-8747-de5d8c4fb0b2,2024-04-04,majority,Wall-Reed,114.6,34,3896.3999999999996,34,Male,Chavezhaven,Credit Card,2024,4,2,Apr,3896.3999999999996,26-35,< 300,1
627b0d33-3c34-4dce-b71d-ed9f4501a2a9,2024-01-15,we,Harding-Thomas,959.13,24,23019.12,43,Male,Michaeltown,Cash,2024,1,1,Jan,23019.12,36-45,900-1200,2
6b8a98dc-b9c0-44e3-94da-b6a298984061,2024-03-24,science,Schmidt LLC,646.09,89,57502.01,40,Other,Williammouth,Online,2024,3,1,Mar,57502.01,36-45,600-900,3
aa66e1cd-70ee-4ce1-a3f1-d4282e2b670f,2024-03-23,learn,Hall-Swanson,249.67,14,3495.3799999999997,54,Female,North Amy,Debit Card,2024,3,1,Mar,3495.3799999999997,46-55,< 300,2
6861c654-0b7c-4f89-9800-ba2139474e9a,2024-07-13,west,Jones-Jones,826.54,92,76041.68,35,Male,Davisland,Debit Card,2024,7,3,Jul,76041.68,26-35,600-900,3
2950ee27-d120-4778-b606-11180541ee88,2024-04-22,available,"Perry, Thompson and Vargas",1411.76,39,55058.64,36,Other,New Shannonport,Online,2024,4,2,Apr,55058.64,36-45,> 1200,3
ce868ecb-e271-4b6d-ab3a-ce32f22cc95c,2024-04-15,ready,Bell Group,212.78,73,15532.94,43,Female,Mckinneyland,Debit Card,2024,4,2,Apr,15532.94,36-45,< 300,1
a9973ffe-e4ec-40ba-912d-f3275a8cd0bf,2024-01-31,whole,"Porter, Leon and Reynolds",501.45,43,21562.35,33,Male,New Kyle,Online,2024,1,1,Jan,21562.35,26-35,300-600,1
fa38ff59-072e-41ab-b9b3-946fdb8c02a4,2024-01-08,lose,White Group,981.39,57,55939.229999999996,38,Female,Lebury,Cash,2024,1,1,Jan,55939.229999999996,36-45,900-1200,3
0b2038fe-3514-4341-984e-c9fafd24a1a5,2024-03-31,speech,"Mueller, Collier and Khan",429.75,21,9024.75,42,Male,East Sarahhaven,Credit Card,2024,3,1,Mar,9024.75,36-45,300-600,1
d3007fd2-b6fc-4d81-9b85-8b6d5acedf5f,2024-06-22,voice,Miller-Lang,759.37,61,46321.57,18,Male,Smithport,Debit Card,2024,6,2,Jun,46321.57,,600-900,3
5633dd9e-0ad3-455e-8b00-7236c2379e1b,2024-07-25,security,"Ware, May and Lopez",1485.6,68,101020.79999999999,47,Female,Michaelland,Credit Card,2024,7,3,Jul,101020.79999999999,46-55,> 1200,0
56dbc213-6328-4647-ba24-251ee088c5d0,2024-05-05,often,Harris-Melton,867.3,68,58976.399999999994,63,Male,South Aaronview,Debit Card,2024,5,2,May,58976.399999999994,56-65,600-900,2
5f34a754-1177-49b2-b5fb-44eb890040eb,2024-02-21,only,Simmons Ltd,164.03,76,12466.28,37,Other,Kingfort,Debit Card,2024,2,1,Feb,12466.28,36-45,< 300,1
2b5d9df6-2ee7-4aee-b38d-d5f498b98d3b,2024-05-06,effect,"Cross, Myers and Mueller",992.06,93,92261.58,52,Male,Port Michael,Online,2024,5,2,May,92261.58,46-55,900-1200,0
faa3e726-8792-4560-8b2f-82d146d28088,2024-01-11,language,Tran-Johnson,942.27,36,33921.72,50,Other,Lake Jessica,Debit Card,2024,1,1,Jan,33921.72,46-55,900-1200,2
bbfee908-63f4-4369-9dbc-8fb6dd24b688,2024-01-12,question,Moran-Hunter,609.95,34,20738.300000000003,57,Female,Johnstonfort,Credit Card,2024,1,1,Jan,20738.300000000003,56-65,600-900,2
3d1ee727-64ff-4d0d-a058-12fe9ea64176,2024-04-06,fund,Hickman Ltd,1458.61,25,36465.25,34,Other,Hardyville,Online,2024,4,2,Apr,36465.25,26-35,> 1200,3
b39ecb5c-062b-4c87-ae77-e75b20957ba5,2024-05-03,million,"Barnes, Smith and Crawford",1171.07,80,93685.59999999999,61,Female,Zhangstad,Cash,2024,5,2,May,93685.59999999999,56-65,900-1200,0
a12151bc-c99f-40e4-a530-fefe4e80cc74,2024-06-01,letter,"Miller, Anderson and Davis",894.1,7,6258.7,53,Other,Morrischester,Cash,2024,6,2,Jun,6258.7,46-55,600-900,2
4a6131e4-c804-48ef-9a05-3ba9aa8630e7,2024-04-24,all,Juarez Ltd,154.91,3,464.73,49,Male,Allenhaven,Debit Card,2024,4,2,Apr,464.73,46-55,< 300,2
8ad0efdf-b3be-4a5f-b2d4-f817a1b9ffd3,2024-01-22,cultural,"Merritt, Thomas and Patterson",382.59,46,17599.14,32,Male,New Kenneth,Online,2024,1,1,Jan,17599.14,26-35,300-600,1
4c5538ff-2daa-44a9-8e01-ddaadb865227,2024-06-25,economic,Hall Inc,1347.33,13,17515.29,55,Male,West Jodi,Credit Card,2024,6,2,Jun,17515.29,46-55,> 1200,2
d3be5eda-fcef-4578-8ded-4d66a517ebae,2024-06-10,stop,Franco-Sanders,454.88,86,39119.68,63,Male,Milesville,Debit Card,2024,6,2,Jun,39119.68,56-65,300-600,2
09172814-b2b6-4732-9043-4821bf95df18,2024-06-24,heart,"Calderon, Barry and Roberts",1481.19,24,35548.56,45,Other,Lake Oliviaville,Debit Card,2024,6,2,Jun,35548.56,36-45,> 1200,3
8ae30ce2-3e1a-4225-b227-711200365273,2024-01-02,cell,"Johnson, Brennan and Thompson",1164.44,76,88497.44,54,Other,South Jeremyfort,Online,2024,1,1,Jan,88497.44,46-55,900-1200,0
fbb8c484-f4e5-408b-8d25-6ad2e160452b,2024-02-12,point,Campbell-Gonzalez,1409.33,5,7046.65,54,Female,Smithfurt,Cash,2024,2,1,Feb,7046.65,46-55,> 1200,2
70e0ce1a-e29b-4077-b397-a30a04d23eb9,2024-04-15,security,"Moreno, Dodson and Andrews",189.14,94,17779.16,51,Female,Port Angelahaven,Credit Card,2024,4,2,Apr,17779.16,46-55,< 300,2
c1b09936-7b2b-4a6c-840d-de0acccb15c6,2024-05-09,down,"Ramirez, Duffy and Beck",595.16,99,58920.84,19,Female,North Heather,Credit Card,2024,5,2,May,58920.84,18-25,300-600,3
03a59365-5cac-4764-8e3c-dd0214000e9b,2024-01-03,election,Wilkinson-Anderson,1185.69,72,85369.68000000001,57,Other,North Anthonymouth,Online,2024,1,1,Jan,85369.68000000001,56-65,900-1200,0
958e721e-00d8-4835-8c0b-17d95d479490,2024-05-02,red,Hawkins-Russell,373.46,63,23527.98,63,Male,Crystalville,Cash,2024,5,2,May,23527.98,56-65,300-600,2
6fcb8543-ec61-48a9-a4fa-a19323098acc,2024-04-18,option,Sanders-Baker,794.72,10,7947.200000000001,31,Female,South Sharon,Debit Card,2024,4,2,Apr,7947.200000000001,26-35,600-900,1
dea2020b-7b8d-4f9d-93a9-6e789e229434,2024-04-14,similar,Wilson-Beard,1045.12,90,94060.79999999999,58,Female,Hortonport,Cash,2024,4,2,Apr,94060.79999999999,56-65,900-1200,0
6c388ff3-e9ef-4e75-a11c-9d219b54c9f9,2024-04-08,allow,Bryant-Lewis,644.86,48,30953.28,32,Male,West William,Online,2024,4,2,Apr,30953.28,26-35,600-900,1
72f03d3c-6e0a-4b86-a79a-bd790354d02f,2024-05-22,probably,Bishop and Sons,457.28,75,34296.0,64,Other,Port Nicholasmouth,Cash,2024,5,2,May,34296.0,56-65,300-600,2
53745a72-1cf1-45ad-a544-8ac93d79a45d,2024-02-02,people,Hill LLC,991.09,21,20812.89,49,Female,Katelynville,Cash,2024,2,1,Feb,20812.89,46-55,900-1200,2
5e339b16-4e17-4993-9d05-363aecdd04ca,2024-05-15,real,"Smith, Ramirez and Campbell",1389.02,2,2778.04,38,Male,South Josephville,Credit Card,2024,5,2,May,2778.04,36-45,> 1200,3
f390e720-a5e8-4631-8896-73ebe7eba12d,2024-01-05,give,Hendrix-Murphy,1122.88,19,21334.72,57,Female,Lake Shaneburgh,Debit Card,2024,1,1,Jan,21334.72,56-65,900-1200,2
aa4f7a70-e2eb-4297-80dc-9edb1dce47eb,2024-06-25,experience,Chen Inc,1224.24,13,15915.12,37,Female,East Kenneth,Online,2024,6,2,Jun,15915.12,36-45,> 1200,3
